Case,Set,FaultIndex,FaultStart,FaultEnd,Sensor,Samples,Detected,Delay,Anomalies,False alarms pre,False alarms post,False alarm rate
FaultyCase5,Set5_2,1,1633,2955,Temp_Water_In,10608,True,0.0,6626,1625,0,0.6015134438898728
FaultyCase5,Set5_2,2,7031,7553,Temp_Water_In,10608,True,0.0,6626,1625,0,0.6015134438898728
FaultyCase5,Set5_2,3,8057,10608,Temp_Water_In,10608,True,0.0,6626,1625,0,0.6015134438898728
FaultyCase5,Set5_2,1,1633,2955,Level_3Phase_Sep,10608,False,,31,22,0,0.003542102720978908
FaultyCase5,Set5_2,2,7031,7553,Level_3Phase_Sep,10608,False,,31,22,0,0.003542102720978908
FaultyCase5,Set5_2,3,8057,10608,Level_3Phase_Sep,10608,True,1385.0,31,22,0,0.003542102720978908
FaultyCase5,Set5_2,1,1633,2955,Pos_VC501,10608,True,83.0,5611,75,0,0.326034454999195
FaultyCase5,Set5_2,2,7031,7553,Pos_VC501,10608,False,,5611,75,0,0.326034454999195
FaultyCase5,Set5_2,3,8057,10608,Pos_VC501,10608,True,53.0,5611,75,0,0.326034454999195
FaultyCase5,Set5_2,1,1633,2955,Pos_VC302,10608,True,107.0,5653,0,0,0.3112220254387377
FaultyCase5,Set5_2,2,7031,7553,Pos_VC302,10608,False,,5653,0,0,0.3112220254387377
FaultyCase5,Set5_2,3,8057,10608,Pos_VC302,10608,True,47.0,5653,0,0,0.3112220254387377
FaultyCase5,Set5_2,1,1633,2955,Pos_VC101,10608,True,33.0,1995,311,0,0.050072452101110936
FaultyCase5,Set5_2,2,7031,7553,Pos_VC101,10608,True,1.0,1995,311,0,0.050072452101110936
FaultyCase5,Set5_2,3,8057,10608,Pos_VC101,10608,True,1943.0,1995,311,0,0.050072452101110936
FaultyCase5,Set5_2,1,1633,2955,Pump_Current_PO1,10608,True,42.0,41,6,0,0.0009660280148124296
FaultyCase5,Set5_2,2,7031,7553,Pump_Current_PO1,10608,True,69.0,41,6,0,0.0009660280148124296
FaultyCase5,Set5_2,3,8057,10608,Pump_Current_PO1,10608,True,2207.0,41,6,0,0.0009660280148124296
FaultyCase6,Set6_1,1,1723,2800,Air_Delivery_P,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,P_Bottom_Riser,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,P_Top_Riser,2800,True,269.0,13,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,P_Top_Separator,2800,True,333.0,2,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,P_3Phase_Separator,2800,True,320.0,149,48,0,0.027858386535113175
FaultyCase6,Set6_1,1,1723,2800,Diff_P_Riser,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Diff_P_VC404,2800,True,13.0,1694,907,0,0.526407428903076
FaultyCase6,Set6_1,1,1723,2800,Air_In_Flow,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Water_In_Flow,2800,True,344.0,733,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Flow_Top_Riser,2800,True,0.0,816,598,0,0.347069065583285
FaultyCase6,Set6_1,1,1723,2800,Level_Top_Sep,2800,True,84.0,351,45,0,0.0261172373766686
FaultyCase6,Set6_1,1,1723,2800,Flow_Top_Sep_Out,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Density_Top_Riser,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Density_Top_Sep_Out,2800,True,362.0,1907,1192,0,0.6918165989553106
FaultyCase6,Set6_1,1,1723,2800,Density_Water_In,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Temp_Top_Riser,2800,True,0.0,2800,1723,0,1.0
FaultyCase6,Set6_1,1,1723,2800,Temp_Top_Sep_Out,2800,True,0.0,2800,1723,0,1.0
FaultyCase6,Set6_1,1,1723,2800,Temp_Water_In,2800,True,0.0,2800,1723,0,1.0
FaultyCase6,Set6_1,1,1723,2800,Level_3Phase_Sep,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Pos_VC501,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Pos_VC302,2800,False,,0,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Pos_VC101,2800,True,337.0,740,0,0,0.0
FaultyCase6,Set6_1,1,1723,2800,Pump_Current_PO1,2800,True,438.0,18,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Air_Delivery_P,4830,True,482.0,335,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,P_Bottom_Riser,4830,True,481.0,265,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,P_Top_Riser,4830,True,2.0,190,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,P_Top_Separator,4830,True,4.0,161,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,P_3Phase_Separator,4830,True,5.0,720,23,0,0.022179363548698167
FaultyCase6,Set6_2,1,1037,4830,Diff_P_Riser,4830,True,527.0,51,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Diff_P_VC404,4830,True,0.0,1073,334,0,0.32208293153326906
FaultyCase6,Set6_2,1,1037,4830,Air_In_Flow,4830,False,,0,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Water_In_Flow,4830,True,481.0,1088,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Flow_Top_Riser,4830,True,1.0,1150,99,0,0.09546769527483125
FaultyCase6,Set6_2,1,1037,4830,Level_Top_Sep,4830,True,65.0,559,36,0,0.03471552555448409
FaultyCase6,Set6_2,1,1037,4830,Flow_Top_Sep_Out,4830,False,,0,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Density_Top_Riser,4830,True,483.0,570,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Density_Top_Sep_Out,4830,True,486.0,2225,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Density_Water_In,4830,True,0.0,694,43,0,0.041465766634522665
FaultyCase6,Set6_2,1,1037,4830,Temp_Top_Riser,4830,True,568.0,482,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Temp_Top_Sep_Out,4830,True,529.0,2066,28,0,0.02700096432015429
FaultyCase6,Set6_2,1,1037,4830,Temp_Water_In,4830,True,62.0,1547,44,0,0.04243008678881389
FaultyCase6,Set6_2,1,1037,4830,Level_3Phase_Sep,4830,False,,0,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Pos_VC501,4830,False,,0,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Pos_VC302,4830,False,,0,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Pos_VC101,4830,True,473.0,1092,0,0,0.0
FaultyCase6,Set6_2,1,1037,4830,Pump_Current_PO1,4830,True,465.0,27,0,0,0.0
